日付,終値,始値,高値,安値,出来高,前日比
2020/06/26,"22,512.08","22,424.37","22,589.14","22,408.27","666,","1.13,"
2020/06/25,"22,259.79","22,287.87","22,423.41","22,165.14","808,","-1.22,"
2020/06/24,"22,534.32","22,541.01","22,663.29","22,479.86","670,","-0.07,"
2020/06/23,"22,549.05","22,636.06","22,693.89","22,257.14","0,","0.5,"
2020/06/22,"22,437.27","22,353.69","22,575.74","22,311.94","546,","-0.18,"
2020/06/19,"22,478.79","22,515.75","22,523.66","22,352.16","970,","0.55,"
2020/06/18,"22,355.46","22,363.88","22,432.25","22,125.35","652,","-0.45,"
2020/06/17,"22,455.76","22,517.14","22,536.38","22,318.07","725,","-0.56,"
2020/06/16,"22,582.21","21,912.29","22,624.14","21,899.48","1,","4.88,"
2020/06/15,"21,530.95","22,135.27","22,251.83","21,529.83","785,","-3.47,"
2020/06/12,"22,305.48","22,082.12","22,350.30","21,786.93","1,","-0.75,"
2020/06/11,"22,472.91","22,848.02","22,939.39","22,466.54","1,","-2.82,"
2020/06/10,"23,124.95","22,939.00","23,175.82","22,900.30","756,","0.15,"
2020/06/09,"23,091.03","23,135.79","23,185.85","22,933.14","915,","-0.38,"
2020/06/08,"23,178.10","23,121.98","23,178.10","23,028.62","1,","1.37,"
2020/06/05,"22,863.73","22,613.08","22,865.88","22,563.56","856,","0.74,"
2020/06/04,"22,695.74","22,885.14","22,907.92","22,501.81","920,","0.36,"
2020/06/03,"22,613.76","22,649.01","22,818.87","22,462.68","941,","1.29,"
2020/06/02,"22,325.61","22,175.52","22,401.79","22,118.40","779,","1.19,"
2020/06/01,"22,062.39","21,910.89","22,161.39","21,898.99","722,","0.84,"
2020/05/29,"21,877.89","21,807.63","21,955.44","21,710.80","2,","-0.18,"
2020/05/28,"21,916.31","21,612.90","21,926.29","21,580.50","1,","2.32,"
2020/05/27,"21,419.23","21,249.31","21,475.68","21,142.72","1,","0.7,"
2020/05/26,"21,271.17","20,927.96","21,328.34","20,918.11","872,","2.55,"
2020/05/25,"20,741.65","20,653.41","20,741.65","20,584.06","551,","1.73,"
2020/05/22,"20,388.16","20,583.95","20,615.12","20,334.99","711,","-0.8,"
2020/05/21,"20,552.31","20,692.59","20,734.91","20,503.87","629,","-0.21,"
2020/05/20,"20,595.15","20,454.49","20,684.46","20,454.03","718,","0.79,"
2020/05/19,"20,433.45","20,469.52","20,659.46","20,433.45","930,","1.49,"
2020/05/18,"20,133.73","20,097.62","20,197.59","19,999.10","719,","0.48,"
2020/05/15,"20,037.47","20,149.79","20,198.25","19,832.88","752,","0.62,"
2020/05/14,"19,914.78","20,140.49","20,185.00","19,902.93","769,","-1.74,"
2020/05/13,"20,267.05","20,140.92","20,329.89","20,056.46","795,","-0.49,"
2020/05/12,"20,366.48","20,413.23","20,457.37","20,293.97","677,","-0.12,"
2020/05/11,"20,390.66","20,333.73","20,534.88","20,285.04","762,","1.05,"
2020/05/08,"20,179.09","19,972.09","20,179.09","19,894.58","822,","2.56,"
2020/05/07,"19,674.77","19,468.52","19,720.87","19,448.93","829,","0.28,"
2020/05/01,"19,619.35","19,991.97","20,000.25","19,551.73","866,","-2.84,"
2020/04/30,"20,193.69","20,105.68","20,365.89","20,084.83","1,","2.14,"
2020/04/28,"19,771.19","19,776.18","19,841.78","19,638.48","686,","-0.06,"
2020/04/27,"19,783.22","19,410.84","19,819.06","19,410.18","776,","2.71,"
2020/04/24,"19,262.00","19,331.86","19,352.24","19,175.38","847,","-0.86,"
2020/04/23,"19,429.44","19,313.04","19,429.44","19,221.54","726,","1.52,"
2020/04/22,"19,137.95","19,109.18","19,137.95","18,858.25","764,","-0.74,"
2020/04/21,"19,280.78","19,479.83","19,529.06","19,193.22","794,","-1.97,"
2020/04/20,"19,669.12","19,689.85","19,784.38","19,611.79","650,","-1.15,"
2020/04/17,"19,897.26","19,575.85","19,922.07","19,554.70","878,","3.15,"
2020/04/16,"19,290.20","19,311.30","19,362.17","19,154.41","814,","-1.33,"
2020/04/15,"19,550.09","19,589.25","19,660.68","19,465.95","941,","-0.45,"
2020/04/14,"19,638.81","19,150.30","19,705.99","19,093.12","819,","3.13,"
2020/04/13,"19,043.40","19,312.04","19,355.04","19,014.32","656,","-2.33,"
2020/04/10,"19,498.50","19,500.07","19,500.07","19,235.96","875,","0.79,"
2020/04/09,"19,345.77","19,376.00","19,406.96","19,158.55","823,","-0.04,"
2020/04/08,"19,353.24","19,047.76","19,454.34","18,730.80","1,","2.13,"
2020/04/07,"18,950.18","18,878.86","19,162.52","18,553.14","1,","2.01,"
2020/04/06,"18,576.30","17,857.99","18,672.26","17,802.62","1,","4.24,"
2020/04/03,"17,820.19","17,951.44","18,059.15","17,646.50","960,","0.01,"
2020/04/02,"17,818.72","17,934.42","18,132.04","17,707.66","1,","-1.37,"
2020/04/01,"18,065.41","18,686.12","18,784.25","17,871.62","1,","-4.5,"
2020/03/31,"18,917.01","19,181.90","19,336.19","18,834.16","1,","-0.88,"
2020/03/30,"19,084.97","18,884.07","19,084.97","18,578.20","1,","-1.57,"
2020/03/27,"19,389.43","19,021.97","19,389.43","18,832.21","1,","3.88,"
2020/03/26,"18,664.60","19,234.77","19,240.29","18,512.81","1,","-4.51,"
2020/03/25,"19,546.63","18,446.80","19,564.38","18,446.80","1,","8.04,"
2020/03/24,"18,092.35","17,206.88","18,100.39","17,197.14","1,","7.13,"
2020/03/23,"16,887.78","16,570.57","17,049.03","16,480.95","2,","2.02,"
2020/03/19,"16,552.83","16,995.77","17,160.97","16,358.19","2,","-1.04,"
2020/03/18,"16,726.55","17,154.08","17,396.84","16,698.46","2,","-1.68,"
2020/03/17,"17,011.53","16,726.95","17,557.04","16,378.94","2,","0.06,"
2020/03/16,"17,002.04","17,586.08","17,785.76","16,914.45","2,","-2.46,"
2020/03/13,"17,431.05","18,183.47","18,184.46","16,690.60","2,","-6.08,"
2020/03/12,"18,559.63","19,064.51","19,142.18","18,339.27","2,","-4.41,"
2020/03/11,"19,416.06","19,758.26","19,974.83","19,392.25","1,","-2.27,"
2020/03/10,"19,867.12","19,474.89","19,970.35","18,891.77","2,","0.85,"
2020/03/09,"19,698.76","20,343.31","20,347.19","19,472.26","2,","-5.07,"
2020/03/06,"20,749.75","21,009.80","21,061.20","20,613.91","1,","-2.72,"
2020/03/05,"21,329.12","21,399.87","21,399.87","21,220.76","857,","1.09,"
2020/03/04,"21,100.06","20,897.20","21,245.93","20,862.05","946,","0.08,"
2020/03/03,"21,082.73","21,651.99","21,719.78","21,082.73","1,","-1.22,"
2020/03/02,"21,344.08","20,849.79","21,593.11","20,834.29","1,","0.95,"
2020/02/28,"21,142.96","21,518.01","21,528.13","20,916.40","1,","-3.67,"
2020/02/27,"21,948.23","22,255.83","22,272.26","21,844.29","1,","-2.13,"
2020/02/26,"22,426.19","22,374.14","22,456.55","22,127.42","993,","-0.79,"
2020/02/25,"22,605.41","22,949.37","22,950.23","22,335.21","1,","-3.34,"
2020/02/21,"23,386.74","23,427.77","23,588.55","23,378.33","621,","-0.39,"
2020/02/20,"23,479.15","23,666.58","23,806.56","23,426.42","633,","0.34,"
2020/02/19,"23,400.70","23,329.33","23,468.56","23,234.96","616,","0.89,"
2020/02/18,"23,193.80","23,398.57","23,402.01","23,133.60","595,","-1.4,"
2020/02/17,"23,523.24","23,489.78","23,561.98","23,335.99","540,","-0.69,"
2020/02/14,"23,687.59","23,714.52","23,738.42","23,603.48","691,","-0.59,"
2020/02/13,"23,827.73","23,849.76","23,908.85","23,784.31","645,","-0.14,"
2020/02/12,"23,861.21","23,741.21","23,869.73","23,693.72","746,","0.74,"
2020/02/10,"23,685.98","23,631.79","23,788.25","23,621.72","565,","-0.6,"
2020/02/07,"23,827.98","23,899.01","23,943.45","23,759.42","654,","-0.19,"
2020/02/06,"23,873.59","23,641.10","23,995.37","23,625.13","951,","2.38,"
2020/02/05,"23,319.56","23,351.47","23,414.69","23,241.64","703,","1.02,"
2020/02/04,"23,084.59","22,881.13","23,118.13","22,854.45","679,","0.49,"
2020/02/03,"22,971.94","22,874.27","23,023.73","22,775.92","725,","-1.01,"
2020/01/31,"23,205.18","23,148.92","23,421.59","23,139.98","754,","0.99,"
2020/01/30,"22,977.75","23,284.58","23,318.57","22,892.95","696,","-1.72,"
2020/01/29,"23,379.40","23,309.32","23,392.61","23,214.28","549,","0.71,"
2020/01/28,"23,215.71","23,126.93","23,243.36","23,115.15","644,","-0.55,"
2020/01/27,"23,343.51","23,427.90","23,463.89","23,317.32","624,","-2.03,"
2020/01/24,"23,827.18","23,850.12","23,869.38","23,755.32","487,","0.13,"
2020/01/23,"23,795.44","23,843.51","23,910.01","23,779.23","555,","-0.98,"
2020/01/22,"24,031.35","23,835.49","24,040.87","23,831.10","490,","0.7,"
2020/01/21,"23,864.56","24,072.81","24,081.75","23,843.48","446,","-0.91,"
2020/01/20,"24,083.51","24,080.68","24,108.11","24,061.67","383,","0.18,"
2020/01/17,"24,041.26","24,103.45","24,115.95","24,013.75","594,","0.45,"
2020/01/16,"23,933.13","23,960.20","23,975.38","23,905.38","554,","0.07,"
2020/01/15,"23,916.58","23,923.48","23,997.39","23,875.82","572,","-0.45,"
2020/01/14,"24,025.17","23,969.04","24,059.86","23,951.66","642,","0.73,"
2020/01/10,"23,850.57","23,813.28","23,903.29","23,761.08","559,","0.47,"
2020/01/09,"23,739.87","23,530.29","23,767.09","23,506.15","622,","2.31,"
2020/01/08,"23,204.76","23,217.49","23,303.21","22,951.18","794,","-1.57,"
2020/01/07,"23,575.72","23,320.12","23,577.44","23,299.92","643,","1.6,"
2020/01/06,"23,204.86","23,319.76","23,365.36","23,148.53","728,","-1.91,"
2019/12/30,"23,656.62","23,770.93","23,782.49","23,656.62","416,","-0.76,"
2019/12/27,"23,837.72","23,953.75","23,967.18","23,837.72","448,","-0.36,"
2019/12/26,"23,924.92","23,787.70","23,931.51","23,775.40","403,","0.6,"
2019/12/25,"23,782.87","23,813.59","23,824.85","23,782.87","316,","-0.2,"
2019/12/24,"23,830.58","23,839.18","23,853.56","23,796.35","379,","0.04,"
2019/12/23,"23,821.11","23,921.29","23,923.09","23,810.82","452,","0.02,"
2019/12/20,"23,816.63","23,893.45","23,908.77","23,746.63","703,","-0.2,"
2019/12/19,"23,864.85","23,911.46","23,945.53","23,835.29","556,","-0.29,"
2019/12/18,"23,934.43","24,023.27","24,046.09","23,919.36","663,","-0.55,"
2019/12/17,"24,066.12","24,091.12","24,091.12","23,996.51","640,","0.47,"
2019/12/16,"23,952.35","23,955.20","24,036.30","23,950.05","533,","-0.29,"
2019/12/13,"24,023.10","23,810.56","24,050.04","23,775.73","1,","2.55,"
2019/12/12,"23,424.81","23,449.28","23,468.15","23,360.43","563,","0.14,"
2019/12/11,"23,391.86","23,421.14","23,438.43","23,333.63","613,","-0.08,"
2019/12/10,"23,410.19","23,372.39","23,449.47","23,336.93","528,","-0.09,"
2019/12/09,"23,430.70","23,544.31","23,544.31","23,360.01","558,","0.33,"
2019/12/06,"23,354.40","23,347.67","23,412.48","23,338.40","544,","0.23,"
2019/12/05,"23,300.09","23,292.70","23,363.44","23,259.82","614,","0.71,"
2019/12/04,"23,135.23","23,186.74","23,203.77","23,044.78","581,","-1.05,"
2019/12/03,"23,379.81","23,231.14","23,388.18","23,186.84","588,","-0.64,"
2019/12/02,"23,529.50","23,388.63","23,562.05","23,378.40","477,","1.01,"
2019/11/29,"23,293.91","23,497.44","23,498.77","23,273.37","521,","-0.49,"
2019/11/28,"23,409.14","23,458.88","23,482.32","23,367.33","448,","-0.12,"
2019/11/27,"23,437.77","23,452.85","23,507.82","23,418.23","522,","0.28,"
2019/11/26,"23,373.32","23,451.40","23,608.06","23,350.10","943,","0.35,"
2019/11/25,"23,292.81","23,292.85","23,347.18","23,255.39","503,","0.78,"
2019/11/22,"23,112.88","23,030.33","23,219.51","23,030.33","556,","0.32,"
2019/11/21,"23,038.58","23,071.49","23,108.08","22,726.71","698,","-0.48,"
2019/11/20,"23,148.57","23,176.49","23,303.17","23,086.12","657,","-0.62,"
2019/11/19,"23,292.65","23,366.36","23,389.53","23,244.93","642,","-0.53,"
2019/11/18,"23,416.76","23,304.25","23,420.62","23,271.29","573,","0.49,"
2019/11/15,"23,303.32","23,160.53","23,340.77","23,121.59","722,","0.7,"
2019/11/14,"23,141.55","23,325.50","23,360.06","23,062.16","799,","-0.76,"
2019/11/13,"23,319.87","23,439.25","23,452.63","23,270.93","634,","-0.85,"
2019/11/12,"23,520.01","23,336.37","23,545.70","23,312.25","630,","0.81,"
2019/11/11,"23,331.84","23,422.13","23,471.82","23,323.02","615,","-0.26,"
2019/11/08,"23,391.87","23,550.04","23,591.09","23,313.41","946,","0.26,"
2019/11/07,"23,330.32","23,283.14","23,336.00","23,253.32","709,","0.11,"
2019/11/06,"23,303.82","23,343.51","23,352.56","23,246.57","774,","0.22,"
2019/11/05,"23,251.99","23,118.79","23,328.52","23,090.94","1,","1.76,"
2019/11/01,"22,850.77","22,730.49","22,852.72","22,705.60","654,","-0.33,"
2019/10/31,"22,927.04","22,910.10","22,988.80","22,875.50","783,","0.37,"
2019/10/30,"22,843.12","22,953.17","22,961.23","22,827.93","1,","-0.57,"
2019/10/29,"22,974.13","22,950.79","23,008.43","22,935.35","729,","0.47,"
2019/10/28,"22,867.27","22,854.44","22,896.22","22,830.57","481,","0.3,"
2019/10/25,"22,799.81","22,753.24","22,819.92","22,715.13","572,","0.22,"
2019/10/24,"22,750.60","22,725.44","22,780.99","22,704.33","613,","0.55,"
2019/10/23,"22,625.38","22,619.77","22,648.81","22,457.89","680,","0.34,"
2019/10/21,"22,548.90","22,541.22","22,581.28","22,515.73","484,","0.25,"
2019/10/18,"22,492.68","22,528.56","22,649.85","22,466.26","592,","0.18,"
2019/10/17,"22,451.86","22,451.15","22,522.39","22,424.92","578,","-0.09,"
2019/10/16,"22,472.92","22,479.57","22,615.47","22,434.35","787,","1.2,"
2019/10/15,"22,207.21","22,063.71","22,219.63","22,049.71","745,","1.87,"
2019/10/11,"21,798.87","21,749.93","21,820.77","21,658.27","674,","1.15,"
2019/10/10,"21,551.98","21,456.27","21,601.46","21,308.88","599,","0.45,"
2019/10/09,"21,456.38","21,359.84","21,467.77","21,359.84","554,","-0.61,"
2019/10/08,"21,587.78","21,494.48","21,629.24","21,483.18","608,","0.99,"
2019/10/07,"21,375.25","21,445.73","21,475.28","21,328.26","474,","-0.16,"
2019/10/04,"21,410.20","21,316.18","21,410.20","21,276.01","578,","0.32,"
2019/10/03,"21,341.74","21,422.22","21,437.74","21,277.36","677,","-2.01,"
2019/10/02,"21,778.61","21,744.62","21,795.01","21,725.23","633,","-0.49,"
2019/10/01,"21,885.24","21,831.44","21,938.77","21,811.98","623,","0.59,"
2019/09/30,"21,755.84","21,793.83","21,811.98","21,666.60","699,","-0.56,"
2019/09/27,"21,878.90","21,934.93","21,955.79","21,733.69","764,","-0.77,"
2019/09/26,"22,048.24","22,160.52","22,184.91","21,986.24","816,","0.13,"
2019/09/25,"22,020.15","21,961.82","22,036.48","21,906.00","616,","-0.36,"
2019/09/24,"22,098.84","22,095.35","22,168.74","22,077.94","684,","0.09,"
2019/09/20,"22,079.09","22,130.74","22,204.75","22,047.90","850,","0.16,"
2019/09/19,"22,044.45","22,064.46","22,255.56","22,003.30","782,","0.38,"
2019/09/18,"21,960.71","22,014.65","22,027.86","21,942.03","694,","-0.18,"
2019/09/17,"22,001.32","21,947.59","22,041.08","21,878.63","815,","0.06,"
2019/09/13,"21,988.29","21,907.83","22,019.66","21,820.94","1,","1.05,"
2019/09/12,"21,759.61","21,761.09","21,825.92","21,743.96","960,","0.75,"
2019/09/11,"21,597.76","21,466.66","21,619.21","21,437.82","1,","0.96,"
2019/09/10,"21,392.10","21,363.57","21,438.35","21,350.35","924,","0.35,"
2019/09/09,"21,318.42","21,214.56","21,333.51","21,182.26","578,","0.56,"
2019/09/06,"21,199.57","21,201.83","21,241.29","21,145.81","711,","0.54,"
2019/09/05,"21,085.94","20,800.29","21,164.61","20,787.93","830,","2.12,"
2019/09/04,"20,649.14","20,578.67","20,694.35","20,554.16","515,","0.12,"
2019/09/03,"20,625.16","20,581.58","20,662.23","20,578.02","454,","0.02,"
2019/09/02,"20,620.19","20,625.75","20,667.56","20,614.29","424,","-0.41,"
2019/08/30,"20,704.37","20,641.49","20,748.35","20,633.30","720,","1.19,"
2019/08/29,"20,460.93","20,500.50","20,520.68","20,361.12","551,","-0.09,"
2019/08/28,"20,479.42","20,474.31","20,511.21","20,433.31","515,","0.11,"
2019/08/27,"20,456.08","20,467.22","20,529.94","20,439.92","608,","0.96,"
2019/08/26,"20,261.04","20,325.44","20,329.01","20,173.76","699,","-2.17,"
2019/08/23,"20,710.91","20,579.98","20,719.31","20,579.98","507,","0.4,"
2019/08/22,"20,628.01","20,706.07","20,731.19","20,584.29","546,","0.05,"
2019/08/21,"20,618.57","20,489.97","20,626.05","20,482.62","530,","-0.28,"
2019/08/20,"20,677.22","20,605.35","20,684.06","20,582.01","501,","0.55,"
2019/08/19,"20,563.16","20,590.47","20,633.90","20,502.66","506,","0.71,"
2019/08/16,"20,418.81","20,323.97","20,465.71","20,300.35","584,","0.06,"
2019/08/15,"20,405.65","20,324.25","20,419.88","20,184.85","682,","-1.21,"
2019/08/14,"20,655.13","20,669.99","20,697.42","20,581.17","609,","0.98,"
2019/08/13,"20,455.44","20,432.68","20,503.38","20,369.27","729,","-1.11,"
2019/08/09,"20,684.82","20,758.15","20,782.06","20,676.92","657,","0.44,"
2019/08/08,"20,593.35","20,529.29","20,682.24","20,462.98","668,","0.37,"
2019/08/07,"20,516.56","20,548.07","20,570.19","20,406.52","759,","-0.33,"
2019/08/06,"20,585.31","20,325.52","20,607.83","20,110.76","925,","-0.65,"
2019/08/05,"20,720.29","20,909.98","20,941.83","20,514.19","885,","-1.74,"
2019/08/02,"21,087.16","21,211.06","21,211.06","20,960.09","943,","-2.11,"
2019/08/01,"21,540.99","21,361.58","21,556.69","21,288.90","780,","0.09,"
2019/07/31,"21,521.53","21,526.38","21,589.11","21,476.07","789,","-0.86,"
2019/07/30,"21,709.31","21,681.82","21,792.98","21,665.86","562,","0.43,"
2019/07/29,"21,616.80","21,627.55","21,652.95","21,518.70","485,","-0.19,"
2019/07/26,"21,658.15","21,700.20","21,709.74","21,590.66","491,","-0.45,"
2019/07/25,"21,756.55","21,715.95","21,823.07","21,715.69","484,","0.22,"
2019/07/24,"21,709.57","21,726.98","21,744.88","21,677.71","527,","0.41,"
2019/07/23,"21,620.88","21,425.44","21,686.53","21,411.93","496,","0.95,"
2019/07/22,"21,416.79","21,394.75","21,445.03","21,317.85","484,","-0.23,"
2019/07/19,"21,466.99","21,146.50","21,474.30","21,121.90","597,","2.0,"
2019/07/18,"21,046.24","21,336.80","21,347.84","20,993.44","724,","-1.97,"
2019/07/17,"21,469.18","21,474.63","21,488.27","21,380.55","549,","-0.31,"
2019/07/16,"21,535.25","21,644.38","21,655.52","21,514.89","513,","-0.69,"
2019/07/12,"21,685.90","21,720.14","21,720.14","21,589.83","468,","0.2,"
2019/07/11,"21,643.53","21,547.19","21,649.93","21,532.57","511,","0.51,"
2019/07/10,"21,533.48","21,499.46","21,601.86","21,488.22","607,","-0.15,"
2019/07/09,"21,565.15","21,598.15","21,687.29","21,508.22","556,","0.14,"
2019/07/08,"21,534.35","21,665.79","21,672.65","21,499.57","535,","-0.98,"
2019/07/05,"21,746.38","21,703.61","21,746.38","21,647.73","462,","0.2,"
2019/07/04,"21,702.45","21,740.93","21,755.63","21,672.50","390,","0.3,"
2019/07/03,"21,638.16","21,684.07","21,708.72","21,566.65","567,","-0.53,"
2019/07/02,"21,754.27","21,699.43","21,784.22","21,697.31","564,","0.11,"
2019/07/01,"21,729.97","21,566.27","21,758.34","21,559.17","690,","2.13,"
2019/06/28,"21,275.92","21,282.22","21,324.93","21,199.85","640,","-0.29,"
2019/06/27,"21,338.17","21,156.88","21,338.17","21,123.97","632,","1.19,"
2019/06/26,"21,086.59","21,067.68","21,129.64","21,035.84","519,","-0.51,"
2019/06/25,"21,193.81","21,238.07","21,313.77","21,114.47","556,","-0.43,"
2019/06/24,"21,285.99","21,223.56","21,317.86","21,185.67","445,","0.13,"
2019/06/21,"21,258.64","21,487.67","21,497.82","21,221.70","918,","-0.95,"
2019/06/20,"21,462.86","21,417.74","21,491.39","21,377.27","574,","0.6,"
2019/06/19,"21,333.87","21,223.17","21,358.72","21,213.43","661,","1.72,"
2019/06/18,"20,972.71","21,111.77","21,153.65","20,924.19","563,","-0.72,"
2019/06/17,"21,124.00","21,094.96","21,185.25","21,044.62","506,","0.03,"
2019/06/14,"21,116.89","21,049.41","21,119.73","20,971.18","623,","0.4,"
2019/06/13,"21,032.00","21,040.91","21,111.23","20,932.13","677,","-0.46,"
2019/06/12,"21,129.72","21,130.39","21,259.70","21,118.75","582,","-0.35,"
2019/06/11,"21,204.28","21,099.54","21,227.18","21,066.62","537,","0.33,"
2019/06/10,"21,134.42","21,095.40","21,166.12","21,077.95","600,","1.2,"
2019/06/07,"20,884.71","20,859.78","20,907.77","20,816.58","523,","0.53,"
2019/06/06,"20,774.04","20,745.84","20,842.28","20,745.84","614,","-0.01,"
2019/06/05,"20,776.10","20,667.89","20,800.64","20,646.15","745,","1.8,"
2019/06/04,"20,408.54","20,435.86","20,464.57","20,289.64","713,","-0.01,"
2019/06/03,"20,410.88","20,327.87","20,438.03","20,305.74","695,","-0.92,"
2019/05/31,"20,601.19","20,785.21","20,823.10","20,581.58","815,","-1.63,"
